sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,product_online,tax_class_name,visibility,price,special_price,url_key,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
PCG-10015,ar,Default,simple,,,Pretty Curly Girl - Bye Bye Tangles Conditioner,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Step 2: to detangle, after shampooing apply a generous amount all over the lengths of your hair. Comb your hair and then rinse out.

If you have the time, use it as a treatment and leave it on for 2-5 minutes before you rinse it out. ,ingredients=Aqua, Cetearyl Alcohol, Butyrospermum Parkii Butter (Shea Butter), Behentrimonium Methosulfate (it’s good for conditioning and detangling, this is not a harsh sulfate, it is cg approved), Parfum, Persea Gratissima Oil (Avocado oil), Matcha Powder (Japanese Tea), Theobroma Cacao (Cocoa) Seed Butter, Phenoxyethanol, Tocopherol (Vitamin E), Helianthus Annuus Seed Oil (Alomond oil), Limonene, Ethylhexylglycerin, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10015,uae_en,Default,simple,,,Pretty Curly Girl - Bye Bye Tangles Conditioner,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Step 2: to detangle, after shampooing apply a generous amount all over the lengths of your hair. Comb your hair and then rinse out.

If you have the time, use it as a treatment and leave it on for 2-5 minutes before you rinse it out. ,ingredients=Aqua, Cetearyl Alcohol, Butyrospermum Parkii Butter (Shea Butter), Behentrimonium Methosulfate (it’s good for conditioning and detangling, this is not a harsh sulfate, it is cg approved), Parfum, Persea Gratissima Oil (Avocado oil), Matcha Powder (Japanese Tea), Theobroma Cacao (Cocoa) Seed Butter, Phenoxyethanol, Tocopherol (Vitamin E), Helianthus Annuus Seed Oil (Alomond oil), Limonene, Ethylhexylglycerin, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10018,,Default,simple,"Default Category/Categories/Women,Default Category/Categories/Women/PRODUCTS/STYLE,Default Category/Categories/Women/PRODUCTS/STYLE/FOAM,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/PROTEIN FREE","base,gcc",Pretty Curly Girl - FLAXSEED STYLING FOAM 150ML,1,Taxable Goods,"Catalog, Search",9,,pretty-curly-girl-airy-volume-foam-150-ml-1,"6/26/24, 3:36 PM","8/2/24, 10:10 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"barcode=8720648404849,featured=Yes,how_to_use=Step 3: scrunch the foam into wet hair to encourage your curl pattern. For optimum results use our leave-in conditioner or cream first.

This will create a cast of hold, remember you need to break that cast by scrunching out the crunch (once hair is fully dry scrunching once more to release the wet-looking hold to maximize definition).

*SHAKE WELL BEFORE USE*

98% NATURAL INGREDIENTS/VEGAN/NOT TESTED ON ANIMALS,ingredients=Aqua, Glycerin, Cocamidopropyl Betaine,Althaea Officinalis Root Extract, Linum Usitatissimum Seed Extract, Parfum, Guar Hydroxypropyltrimonium Chloride, Panthenol, Potassium Sorbate, Sodium Benzoate, Citric Acid, Hydroxypropyl Methylcellulose, Prunus Amygdalus Dulcis Fruit Extract, Phenoxyethanol, Limonene, Linalool, Citronellol, Citral,mgs_brand=PRETTY CURLY GIRL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,"/s/t/stylingfoam2.webp,/4/7/47dabc65-3006-480c-b2a9-1559e556fce7_1.webp",",",,,,,,,,,,,,,
PCG-10018,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p>scrunch the foam into wet hair to encourage your curl pattern. For optimum results use our leave-in conditioner or cream first.</p>
<p>This will create a cast of hold, remember you need to break that cast by scrunching out the crunch (once hair is fully dry scrunching once more to release the wet-looking hold to maximize definition).</p>
<p>*SHAKE WELL BEFORE USE*</p>,ingredients=Aqua, Cocamidopropyl Betaine, Glycerin, Guar Hydroxypropyltrimonium Chloride, Potassium Sorbate, Sodium Benzoate, Citric Acid, Parfum, Hydroxypropyl Methylcellulose, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10018,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p>scrunch the foam into wet hair to encourage your curl pattern. For optimum results use our leave-in conditioner or cream first.</p>
<p>This will create a cast of hold, remember you need to break that cast by scrunching out the crunch (once hair is fully dry scrunching once more to release the wet-looking hold to maximize definition).</p>
<p>*SHAKE WELL BEFORE USE*</p>,ingredients=Aqua, Cocamidopropyl Betaine, Glycerin, Guar Hydroxypropyltrimonium Chloride, Potassium Sorbate, Sodium Benzoate, Citric Acid, Parfum, Hydroxypropyl Methylcellulose, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10018,uae_ar,Default,simple,,,Pretty Curly Girl - Airy Volume Foam - 150 ml,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=<p>scrunch the foam into wet hair to encourage your curl pattern. For optimum results use our leave-in conditioner or cream first.</p>
<p>This will create a cast of hold, remember you need to break that cast by scrunching out the crunch (once hair is fully dry scrunching once more to release the wet-looking hold to maximize definition).</p>
<p>*SHAKE WELL BEFORE USE*</p>,ingredients=Aqua, Cocamidopropyl Betaine, Glycerin, Guar Hydroxypropyltrimonium Chloride, Potassium Sorbate, Sodium Benzoate, Citric Acid, Parfum, Hydroxypropyl Methylcellulose, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10023,,Default,simple,"Default Category/Categories/Women,Default Category/Categories/Women/PRODUCTS/STYLE,Default Category/Categories/Women/PRODUCTS/STYLE/GEL,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/PROTEIN FREE,Default Category/Categories/Women/PRODUCTS/STYLE/ONE & DONE STYLERS,Default Category/Categories/Women/SHOP/TRAVEL ESSENTIALS","base,gcc",Pretty Curly Girl -  Magical Flaxseed Gel-100ml,1,Taxable Goods,"Catalog, Search",6,,pretty-curly-girl-magical-flaxseed-gel-1,"6/26/24, 3:43 PM","6/26/24, 8:45 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"barcode=8720648404030,featured=Yes,how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral,mgs_brand=PRETTY CURLY GIRL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,/m/a/magical_flaxseed_gel_100ml.png,,,,,,,,,,,,,,
PCG-10023,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10023,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10023,uae_en,Default,simple,,,Pretty Curly Girl -  Magical Flaxseed Gel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10024,,Default,simple,"Default Category/Categories/Women,Default Category/Categories/Women/PRODUCTS/CONDITION,Default Category/Categories/Women/PRODUCTS/CONDITION/RINSE OUT,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR CONCERNS/PROTEIN FREE,Default Category/Categories/Women/SHOP/TRAVEL ESSENTIALS","base,gcc",Pretty Curly Girl - Bye Bye Tangles Conditioner-100ml,1,Taxable Goods,"Catalog, Search",6,,pretty-curly-girl-bye-bye-tangles-conditioner-2,"6/26/24, 3:46 PM","6/26/24, 9:05 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"barcode=8720648404092,featured=Yes,hair_concern=Protein Free,hair_type=Wavy Hair|Curly Hair|Coily Hair,how_to_use=Step 2: to detangle, after shampooing apply a generous amount all over the lengths of your hair. Comb your hair and then rinse out.

If you have the time, use it as a treatment and leave it on for 2-5 minutes before you rinse it out. ,ingredients=Aqua, Cetearyl Alcohol, Butyrospermum Parkii Butter (Shea Butter), Behentrimonium Methosulfate (it’s good for conditioning and detangling, this is not a harsh sulfate, it is cg approved), Parfum, Persea Gratissima Oil (Avocado oil), Matcha Powder (Japanese Tea), Theobroma Cacao (Cocoa) Seed Butter, Phenoxyethanol, Tocopherol (Vitamin E), Helianthus Annuus Seed Oil (Alomond oil), Limonene, Ethylhexylglycerin, Linalool, Citronellol, Citral,mgs_brand=PRETTY CURLY GIRL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,/m/a/magical_flaxseed_gel_100ml_1_.jpg,,,,,,,,,,,,,,
PCG-10024,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10024,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10024,uae_en,Default,simple,,,Pretty Curly Girl - Bye Bye Tangles Conditioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10019,,Default,simple,"Default Category/Categories/Women,Default Category/Categories/Women/PRODUCTS/STYLE,Default Category/Categories/Women/PRODUCTS/STYLE/GEL,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR","base,gcc",Pretty Curly Girl -  Strong Hold Gel - 250ml,1,Taxable Goods,"Catalog, Search",9.5,,pretty-curly-girl-magical-flaxseed-gel-2,"6/26/24, 3:50 PM","8/2/24, 10:10 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"barcode=8720648404375,featured=Yes,how_to_use=Step 3: scrunch the strong hold gel into wet hair to encourage your curl pattern. For optimum results use our leave-in conditioners or one of our creams first.

This gel will create a gel cast (“a hard gel layer”). Break the cast with the Scrunch Out The Crunch method methodwhen your hair is 100%  dry. SOTC method is a method to break the gel cast with your fingers or use a microfiber towel to create soft and defined curls.

Our products are concentrated, so less is more.

98% NATURAL INGREDIENTS/VEGAN/NOT TESTED ON ANIMALS,ingredients=Aqua, Glycerin, Carrageenan (AlgaeExtract), Xylitol, Linum Usitatissimum (Flaxseed)Seed Extract, Salvia Hispanica Seed Extract, Ananas Sativus (Pineapple)Fruit Extract, Mangifera Indica (Mango)Fruit Extract, Panthenol(Vitamin B5), Dehydroacetic Acid, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate, Caprylic Acid,mgs_brand=PRETTY CURLY GIRL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,/p/r/prettycurlygirlgel_lr-_stron_hold.webp,,,,,,,,,,,,,,
PCG-10019,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10019,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10019,gcc_en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10019,uae_en,Default,simple,,,Pretty Curly Girl -  Magical Flaxseed Gel ,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10022,,Default,simple,"Default Category/Categories/Women,Default Category/Categories/Women/PRODUCTS/STYLE,Default Category/Categories/Women/PRODUCTS/STYLE/GEL,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/WAVY HAIR,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/SHOP/TRAVEL ESSENTIALS","base,gcc",Pretty Curly Girl -  Strong Hold Gel 100ml,1,Taxable Goods,"Catalog, Search",6,,pretty-curly-girl-magical-flaxseed-gel-3,"6/26/24, 3:55 PM","8/2/24, 10:15 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"barcode=8720648404467,featured=Yes,how_to_use=Step 3: scrunch the strong hold gel into wet hair to encourage your curl pattern. For optimum results use our leave-in conditioners or one of our creams first.

This gel will create a gel cast (“a hard gel layer”). Break the cast with the Scrunch Out The Crunch method methodwhen your hair is 100%  dry. SOTC method is a method to break the gel cast with your fingers or use a microfiber towel to create soft and defined curls.

Our products are concentrated, so less is more.

98% NATURAL INGREDIENTS/VEGAN/NOT TESTED ON ANIMALS,ingredients=Aqua, Glycerin, Carrageenan (AlgaeExtract), Xylitol, Linum Usitatissimum (Flaxseed)Seed Extract, Salvia Hispanica Seed Extract, Ananas Sativus (Pineapple)Fruit Extract, Mangifera Indica (Mango)Fruit Extract, Panthenol(Vitamin B5), Dehydroacetic Acid, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate, Caprylic Acid,mgs_brand=PRETTY CURLY GIRL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,/m/a/magical_flaxseed_gel_100ml.jpg,,,,,,,,,,,,,,
PCG-10022,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10022,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10022,gcc_en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10022,uae_en,Default,simple,,,Pretty Curly Girl -  Magical Flaxseed Gel ,,,,,,pretty-curly-girl-magical-flaxseed-gel-2,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10025,,Default,simple,"Default Category/Categories/Women,Default Category/Categories/Women/PRODUCTS/STYLE,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/CURLY HAIR,Default Category/Categories/Women/PRODUCTS/STYLE/CREAM,Default Category/Categories/Women/SHOP/SHOP BY HAIR TYPE/COILY HAIR","base,gcc",Pretty Curly Girl -  2IN1 Heavy Cream 250ML,1,Taxable Goods,"Catalog, Search",9,,pretty-curly-girl-magical-flaxseed-gel-4,"6/26/24, 4:00 PM","8/2/24, 10:15 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"barcode=8720648404184,featured=Yes,how_to_use=It is packed with moisturizing ingredients, depending on application it can work as a rinse-out conditioner (leave it on for 2-5 minutes then rinse out) or as a leave-in conditioner (do not rinse out). It is very concentrated, so a little goes a long way.


,ingredients=
Ingredients: Aqua, Cetearyl Alcohol, Mangifera Indica Seed Butter, Isoamyl Laurate, Cucumis Sativus Fruit Extract, Parfum, Simmondsia Chinensis Seed Oil, Behentrimonium Methosulfate, Glycerin, Persea Gratissima Oil, Panthenol, Helianthus Annuus Seed Oil, Tocopherol, Benzyl Alcohol, Limonene, Benzoic Acid, Sorbic Acid, Citral, Geraniol, Linalool, Citric Acid, Potassium Sorbate, Sodium Benzoate, Citronellol,mgs_brand=PRETTY CURLY GIRL,sm_featured=No",0,0,1,0,0,1,1,1,10000,1,0,1,1,1,1,1,1,1,0,0,0,,,,,,,/h/e/heavycream_0b254c24-8c59-4737-9084-650ff536caf6.webp,,,,,,,,,,,,,,
PCG-10025,en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10025,ar,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10025,gcc_en,Default,simple,,,,,,,,,,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCG-10025,uae_en,Default,simple,,,Pretty Curly Girl -  Magical Flaxseed Gel ,,,,,,pretty-curly-girl-magical-flaxseed-gel-2,,,,,,,,,,,,,,,,,,"how_to_use=Apply the gel with your fingers to wet hair. The gel will create a cast (a hard gel layer). Break the cast with the Scrunch Out The Crunch (SOTC) method when your hair is 100%  dry. SOTC = break the gel cast with your fingers or use a towel to create soft and defined curls.,ingredients=Aqua, Xanthan Gum, Prunus Amygdalus Dulcis Oil (Almond oil), Benzyl Alcohol, Tocopheryl Acetate (Vitamin E), Helianthus Annuus Seed Oil (Sunflower), Glycerin, Linum Usitatissimum Seed Extract (Flaxseed), Benzoic Acid, Dehydroacetic Acid, Citric Acid, Sorbic Acid, Althaea Officinalis Root Extract (Marshmallow), Prunus Amygdalus Dulcis Fruit Extract (Almond), Phenoxyethanol, Limonene, Linalool, Citronellol, Citral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
